instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
23,RedBlackBST,8192,2899,2476,1267,781,769,102,2374,47,1220,1,780,2732,14,0.001329912
24,BST,8192,2856,2419,1244,844,829,107,2312,44,1200,0,844,2723,23,0.001106464
24,RedBlackBST,8192,2856,2419,1244,844,829,107,2312,36,1208,0,844,2723,15,0.001126401
25,BST,8192,2821,2509,1230,801,831,103,2406,57,1173,0,801,2673,23,0.001046161
25,RedBlackBST,8192,2821,2509,1230,801,831,103,2406,52,1178,0,801,2673,15,0.001065537
26,BST,8192,2840,2504,1199,844,805,112,2392,57,1142,1,843,2683,24,0.001142712
26,RedBlackBST,8192,2840,2504,1199,844,805,112,2392,47,1152,1,843,2683,14,9.3868E-4
27,BST,8192,2925,2457,1194,821,795,108,2349,45,1149,0,821,2750,24,9.13051E-4
27,RedBlackBST,8192,2925,2457,1194,821,795,108,2349,32,1162,0,821,2750,14,0.001008871
28,BST,8192,2847,2475,1249,773,848,116,2359,49,1200,0,773,2699,22,9.21717E-4
28,RedBlackBST,8192,2847,2475,1249,773,848,116,2359,47,1202,0,773,2699,15,9.35283E-4
29,BST,8192,2798,2531,1204,827,832,105,2426,53,1151,0,827,2646,23,9.09394E-4
29,RedBlackBST,8192,2798,2531,1204,827,832,105,2426,45,1159,0,827,2646,15,9.33991E-4
